Date,VesselID,Port,Region,VesselType,CargoVolume_Tons,PredictedDelay_Min,ActualDelay_Min,DwellTime_Hours,FuelConsumption_Tons,OnTime
2025-02-21,V1289,Chennai,South,Bulk Carrier,6569.7,0.0,0.0,11.4,186.3,True
2025-02-21,V1290,Cochin,South,Container,2612.8,14.6,3.1,25.9,52.5,True
2025-02-21,V1291,Mumbai,West,Ro-Ro,2216.4,54.9,53.1,23.8,45.4,False
2025-02-21,V1292,Chennai,South,Bulk Carrier,2566.0,60.4,83.1,15.2,57.9,False
2025-02-21,V1293,Cochin,South,General Cargo,4056.7,19.6,18.4,17.5,70.6,True
2025-02-21,V1294,Kandla,West,Container,2725.3,10.7,0.0,22.2,65.5,True
2025-02-22,V1295,Visakhapatnam,East,Bulk Carrier,8832.3,11.7,32.4,16.7,172.5,False
2025-02-22,V1296,Mumbai,West,Ro-Ro,2341.5,50.7,41.2,10.4,69.1,False
2025-02-22,V1297,Chennai,South,Ro-Ro,4764.0,0.0,0.0,17.0,116.2,True
2025-02-22,V1298,Cochin,South,General Cargo,2831.2,0.0,0.0,19.8,66.6,True
2025-02-22,V1299,Visakhapatnam,East,General Cargo,4232.1,42.5,27.7,17.8,98.0,True
2025-02-22,V1300,Kolkata,East,Ro-Ro,4173.4,5.8,8.9,15.8,112.3,True
2025-02-22,V1301,Visakhapatnam,East,General Cargo,2703.1,27.0,34.5,17.3,80.3,False
2025-02-22,V1302,Kandla,West,General Cargo,3212.2,0.0,13.5,9.3,58.0,True
2025-02-23,V1303,Kandla,West,Bulk Carrier,2960.0,0.0,14.0,21.6,72.2,True
2025-02-23,V1304,Cochin,South,Ro-Ro,2901.2,0.0,23.5,13.4,56.5,True
2025-02-23,V1305,Kandla,West,Tanker,2466.1,30.2,43.9,23.7,47.9,False
2025-02-23,V1306,Chennai,South,Tanker,4693.4,32.8,39.0,22.8,116.8,False
2025-02-23,V1307,Visakhapatnam,East,Ro-Ro,4137.2,38.9,45.9,17.8,66.9,False
2025-02-23,V1308,Cochin,South,Bulk Carrier,1210.3,0.0,0.0,13.2,32.8,True
2025-02-23,V1309,Kolkata,East,Ro-Ro,4463.9,12.3,12.7,18.0,120.2,True
2025-02-23,V1310,Mumbai,West,Tanker,3444.3,0.0,0.0,8.4,63.7,True
2025-02-23,V1311,Chennai,South,Tanker,2329.1,0.9,11.4,23.0,46.2,True
2025-02-23,V1312,Kolkata,East,Tanker,3076.9,15.2,0.0,18.4,62.7,True
2025-02-23,V1313,Visakhapatnam,East,Container,3911.7,26.9,16.7,2.0,93.1,True
2025-02-23,V1314,Chennai,South,Bulk Carrier,3636.7,24.6,16.8,22.8,99.4,True
2025-02-24,V1315,Chennai,South,Ro-Ro,1921.6,0.0,4.0,13.1,28.8,True
2025-02-24,V1316,Cochin,South,Bulk Carrier,3326.6,48.0,40.5,16.0,91.8,False
2025-02-24,V1317,Cochin,South,Bulk Carrier,5644.7,23.9,13.6,9.9,156.0,True
2025-02-24,V1318,Mumbai,West,Ro-Ro,2283.2,0.0,12.3,23.1,47.2,True
2025-02-24,V1319,Kandla,West,Tanker,8028.8,16.6,15.8,26.5,121.0,True
2025-02-24,V1320,Visakhapatnam,East,Ro-Ro,2083.5,43.2,49.4,18.5,40.6,False
2025-02-24,V1321,Kandla,West,Container,2833.3,24.9,27.4,17.2,83.2,True
2025-02-25,V1322,Chennai,South,Ro-Ro,6489.4,8.7,3.3,15.6,161.3,True
2025-02-25,V1323,Kandla,West,General Cargo,3171.1,32.1,44.5,23.8,61.6,False
2025-02-25,V1324,Cochin,South,Container,1976.8,60.1,64.6,24.5,41.4,False
2025-02-25,V1325,Visakhapatnam,East,Ro-Ro,4527.0,0.0,0.0,12.7,71.8,True
2025-02-25,V1326,Kandla,West,Container,1856.7,0.0,0.5,8.8,28.4,True
2025-02-25,V1327,Kolkata,East,Tanker,1865.9,0.0,0.0,22.7,44.6,True
2025-02-26,V1328,Kandla,West,Ro-Ro,5617.0,0.0,0.0,18.7,166.5,True
2025-02-26,V1329,Visakhapatnam,East,General Cargo,4428.6,58.7,66.8,23.9,100.8,False
2025-02-26,V1330,Visakhapatnam,East,Bulk Carrier,1362.0,1.4,0.0,23.9,40.3,True
2025-02-27,V1331,Kandla,West,Bulk Carrier,3000.0,0.0,0.0,17.4,78.6,True
2025-02-27,V1332,Kolkata,East,Ro-Ro,3229.6,0.0,0.0,18.1,95.1,True
2025-02-27,V1333,Kandla,West,Container,2301.8,25.8,23.3,15.7,56.0,True
2025-02-27,V1334,Kandla,West,Tanker,6383.2,12.1,16.8,21.0,132.9,True
2025-02-27,V1335,Cochin,South,Ro-Ro,4989.0,48.5,34.5,16.6,110.0,False
2025-02-27,V1336,Cochin,South,Bulk Carrier,4487.8,31.7,35.6,13.0,76.4,False
2025-02-28,V1337,Kandla,West,Bulk Carrier,6276.4,72.2,70.1,14.6,109.8,False
2025-02-28,V1338,Visakhapatnam,East,General Cargo,2861.5,17.9,0.8,20.7,53.3,True
2025-02-28,V1339,Mumbai,West,Ro-Ro,4162.3,29.3,10.1,13.7,101.3,True
2025-02-28,V1340,Visakhapatnam,East,General Cargo,3333.1,23.9,29.0,17.5,85.9,True
2025-02-28,V1341,Cochin,South,Container,1535.3,0.0,8.6,19.4,40.8,True
2025-02-28,V1342,Mumbai,West,Ro-Ro,3298.8,0.0,0.0,21.7,60.8,True
2025-03-01,V1343,Chennai,South,Ro-Ro,2530.5,14.8,14.6,15.8,53.1,True
2025-03-01,V1344,Chennai,South,Container,1236.4,3.8,0.0,6.8,33.2,True
2025-03-01,V1345,Kolkata,East,Ro-Ro,1257.7,45.2,50.1,10.7,22.5,False
2025-03-01,V1346,Kolkata,East,Bulk Carrier,3356.5,38.3,20.0,15.6,98.2,True
2025-03-01,V1347,Kandla,West,Tanker,8034.1,37.2,18.7,27.7,154.6,True
2025-03-01,V1348,Kolkata,East,Ro-Ro,2824.1,22.6,32.0,16.9,75.4,False
2025-03-02,V1349,Kolkata,East,Ro-Ro,4125.6,43.0,38.6,2.4,112.1,False
2025-03-02,V1350,Kolkata,East,Container,5241.0,25.0,19.2,22.1,90.5,True
2025-03-02,V1351,Kandla,West,Container,5466.5,49.8,51.1,15.0,92.5,False
2025-03-02,V1352,Cochin,South,General Cargo,563.1,18.0,26.2,11.5,10.4,True
2025-03-02,V1353,Mumbai,West,Tanker,4925.7,0.0,14.6,7.6,97.9,True
2025-03-03,V1354,Chennai,South,Container,4005.2,3.1,24.7,20.5,117.3,True
2025-03-03,V1355,Cochin,South,Container,4863.8,55.0,36.0,15.7,110.4,False
2025-03-03,V1356,Mumbai,West,Bulk Carrier,3578.1,26.3,0.0,21.2,92.0,True
2025-03-03,V1357,Chennai,South,Container,3173.8,42.2,52.0,22.0,60.7,False
2025-03-03,V1358,Visakhapatnam,East,Bulk Carrier,4320.9,30.5,24.1,20.6,111.9,True
2025-03-03,V1359,Chennai,South,Bulk Carrier,3453.9,39.5,47.1,11.4,92.5,False
2025-03-03,V1360,Kandla,West,Container,6467.6,10.3,1.8,8.9,165.4,True
2025-03-03,V1361,Visakhapatnam,East,Bulk Carrier,6136.7,11.1,13.4,18.0,158.2,True
2025-03-03,V1362,Kandla,West,Tanker,3785.7,3.5,0.6,5.1,64.3,True
2025-03-03,V1363,Kolkata,East,Bulk Carrier,1845.0,47.4,34.0,24.4,34.6,False
2025-03-03,V1364,Visakhapatnam,East,General Cargo,7883.2,35.4,48.8,15.8,183.1,False
2025-03-04,V1365,Cochin,South,Container,1145.5,23.6,17.2,15.4,23.6,True
2025-03-04,V1366,Chennai,South,Tanker,4242.5,15.9,17.8,10.9,90.3,True
2025-03-04,V1367,Mumbai,West,General Cargo,3769.2,33.0,28.1,15.0,112.0,True
2025-03-04,V1368,Mumbai,West,Tanker,2157.8,0.0,0.4,27.1,55.2,True
2025-03-04,V1369,Visakhapatnam,East,Ro-Ro,1943.3,4.7,0.0,13.0,43.2,True
2025-03-04,V1370,Kandla,West,Bulk Carrier,1854.6,3.4,0.0,18.5,30.0,True
2025-03-05,V1371,Mumbai,West,General Cargo,6191.1,29.9,50.0,25.1,149.5,False
2025-03-05,V1372,Cochin,South,Bulk Carrier,1957.9,45.3,31.9,16.7,46.6,False
2025-03-05,V1373,Mumbai,West,Tanker,5753.9,26.9,39.5,18.3,108.2,False
2025-03-06,V1374,Cochin,South,General Cargo,3008.6,13.6,13.3,19.9,64.7,True
2025-03-06,V1375,Mumbai,West,General Cargo,1233.4,24.7,19.5,18.1,29.8,True
2025-03-06,V1376,Mumbai,West,Tanker,4637.0,17.8,2.3,20.2,70.5,True
2025-03-06,V1377,Visakhapatnam,East,Ro-Ro,2247.3,34.2,24.8,28.2,54.2,True
2025-03-06,V1378,Cochin,South,Tanker,3730.0,12.5,5.5,20.4,102.0,True
2025-03-06,V1379,Mumbai,West,General Cargo,4752.5,31.3,32.2,26.5,123.9,False
2025-03-06,V1380,Cochin,South,Tanker,3365.8,37.0,27.9,18.9,77.7,True
2025-03-07,V1381,Mumbai,West,Ro-Ro,888.2,39.2,19.8,14.7,19.2,True
2025-03-07,V1382,Kandla,West,Container,3307.1,41.5,33.2,15.0,82.1,False
2025-03-07,V1383,Kandla,West,Tanker,2522.1,56.1,47.7,22.7,68.6,False
2025-03-07,V1384,Cochin,South,Ro-Ro,3902.0,28.5,20.2,11.5,88.7,True
2025-03-07,V1385,Cochin,South,Bulk Carrier,4306.1,0.0,0.0,20.9,84.5,True
2025-03-07,V1386,Kandla,West,Bulk Carrier,1463.9,33.7,19.9,16.6,34.1,True
2025-03-07,V1387,Cochin,South,General Cargo,3324.8,0.0,0.0,23.5,92.7,True
2025-03-07,V1388,Cochin,South,Tanker,6871.1,32.1,27.4,20.8,121.5,True
2025-03-08,V1389,Visakhapatnam,East,General Cargo,5149.4,0.0,11.7,16.3,104.6,True
2025-03-08,V1390,Kandla,West,Ro-Ro,2796.4,30.6,28.0,9.5,44.4,True
2025-03-08,V1391,Kandla,West,General Cargo,2419.2,35.0,18.5,18.7,56.5,True
2025-03-08,V1392,Kolkata,East,Tanker,1004.8,31.1,12.1,24.5,17.7,True
2025-03-09,V1393,Chennai,South,Container,2645.5,46.4,35.6,15.2,75.2,False
2025-03-09,V1394,Kolkata,East,Ro-Ro,1380.2,0.0,0.5,17.7,32.3,True
2025-03-09,V1395,Chennai,South,Ro-Ro,5333.3,0.9,18.4,25.5,145.7,True
2025-03-09,V1396,Visakhapatnam,East,General Cargo,5889.7,23.3,22.7,16.6,104.6,True
2025-03-09,V1397,Cochin,South,Ro-Ro,3191.7,55.8,46.2,16.3,73.8,False
2025-03-09,V1398,Kolkata,East,Container,3677.7,43.5,36.2,16.2,110.2,False
2025-03-09,V1399,Kandla,West,Tanker,4487.3,53.7,31.1,10.5,71.9,False
2025-03-10,V1400,Chennai,South,Ro-Ro,1702.0,0.0,7.8,19.6,27.2,True
2025-03-10,V1401,Chennai,South,Tanker,6498.5,57.8,63.3,22.5,148.0,False
2025-03-10,V1402,Kolkata,East,Tanker,2027.4,35.6,40.5,13.7,36.3,False
2025-03-10,V1403,Kolkata,East,General Cargo,4164.3,33.2,36.8,21.2,103.3,False
2025-03-10,V1404,Cochin,South,Tanker,5202.6,56.0,58.3,17.4,133.9,False
2025-03-11,V1405,Visakhapatnam,East,Container,3037.2,0.0,10.2,12.6,83.0,True
2025-03-11,V1406,Visakhapatnam,East,Bulk Carrier,4439.0,58.0,71.3,11.4,129.1,False
2025-03-11,V1407,Mumbai,West,Bulk Carrier,5594.3,42.3,25.2,21.6,102.3,True
2025-03-11,V1408,Cochin,South,Ro-Ro,4483.5,0.0,0.0,21.3,118.4,True
2025-03-12,V1409,Kandla,West,General Cargo,1271.2,35.6,39.8,10.6,36.2,False
2025-03-12,V1410,Chennai,South,Ro-Ro,4728.8,49.1,45.2,15.2,111.8,False
2025-03-12,V1411,Cochin,South,Ro-Ro,4472.0,36.1,45.2,17.4,75.8,False
2025-03-12,V1412,Kandla,West,Container,3073.6,7.4,6.9,7.1,76.3,True
2025-03-13,V1413,Mumbai,West,Tanker,5559.8,36.0,40.7,23.8,132.3,False
2025-03-13,V1414,Chennai,South,Ro-Ro,3341.4,28.3,30.0,28.6,69.6,False
2025-03-13,V1415,Cochin,South,Bulk Carrier,1428.2,7.7,13.7,16.8,32.7,True
2025-03-14,V1416,Kolkata,East,General Cargo,2502.9,34.0,57.5,21.3,43.8,False
2025-03-14,V1417,Kolkata,East,Ro-Ro,3306.4,16.0,39.5,10.1,57.3,False
2025-03-14,V1418,Visakhapatnam,East,General Cargo,7139.0,41.7,56.5,15.6,178.6,False
2025-03-14,V1419,Kolkata,East,Ro-Ro,3925.8,65.5,61.5,21.1,100.1,False
2025-03-14,V1420,Cochin,South,General Cargo,4164.5,53.3,58.3,12.1,87.6,False
2025-03-14,V1421,Kolkata,East,Tanker,1687.3,96.5,99.4,18.9,40.3,False
2025-03-14,V1422,Cochin,South,Ro-Ro,3046.8,39.1,33.5,13.2,73.4,False
2025-03-15,V1423,Kolkata,East,Tanker,4925.3,16.3,19.3,25.2,78.5,True
2025-03-15,V1424,Kolkata,East,Bulk Carrier,2972.9,17.0,10.8,20.1,86.4,True
2025-03-15,V1425,Mumbai,West,Bulk Carrier,2173.3,27.7,25.2,14.0,47.9,True
2025-03-15,V1426,Kolkata,East,Container,2833.0,2.4,0.0,7.8,76.4,True
2025-03-15,V1427,Cochin,South,General Cargo,1810.2,8.4,0.0,15.7,36.8,True
2025-03-15,V1428,Cochin,South,Bulk Carrier,3622.6,5.5,0.0,15.7,73.0,True
2025-03-15,V1429,Chennai,South,Bulk Carrier,2043.2,28.3,27.9,26.1,34.9,True
2025-03-15,V1430,Cochin,South,Ro-Ro,10456.8,27.1,29.3,9.4,233.4,True
2025-03-15,V1431,Kolkata,East,General Cargo,2062.5,39.5,38.6,10.9,53.4,False
2025-03-15,V1432,Visakhapatnam,East,General Cargo,4911.3,0.0,22.0,15.5,113.3,True
2025-03-15,V1433,Kolkata,East,Container,4981.3,40.1,36.8,28.2,111.5,False
2025-03-16,V1434,Chennai,South,Tanker,1575.2,18.1,21.3,31.3,29.1,True
2025-03-16,V1435,Chennai,South,Tanker,5023.7,16.0,0.0,19.3,89.3,True
2025-03-16,V1436,Chennai,South,Tanker,2214.7,0.0,0.0,14.7,64.0,True
2025-03-16,V1437,Mumbai,West,General Cargo,4128.0,40.8,41.6,25.3,84.7,False
2025-03-16,V1438,Chennai,South,Tanker,2047.6,7.2,8.6,14.8,51.4,True
2025-03-16,V1439,Mumbai,West,Container,2265.6,32.1,23.9,13.0,34.0,True
2025-03-16,V1440,Visakhapatnam,East,Tanker,3989.8,0.0,3.6,14.2,87.3,True
2025-03-16,V1441,Cochin,South,Bulk Carrier,2869.2,31.5,22.9,12.4,53.3,True
2025-03-17,V1442,Cochin,South,Ro-Ro,2709.6,3.3,17.4,18.8,65.6,True
2025-03-17,V1443,Mumbai,West,Container,5076.2,0.0,0.3,5.5,140.0,True
2025-03-17,V1444,Visakhapatnam,East,Tanker,2807.2,63.1,44.5,14.6,67.7,False
2025-03-17,V1445,Kandla,West,Ro-Ro,2445.3,28.2,18.5,15.3,64.2,True
2025-03-17,V1446,Kandla,West,Tanker,2589.2,51.4,55.3,22.1,74.9,False
2025-03-17,V1447,Chennai,South,Container,3021.7,66.2,58.5,18.6,80.5,False
2025-03-17,V1448,Kolkata,East,Ro-Ro,1628.8,52.4,44.0,18.6,47.2,False
2025-03-17,V1449,Mumbai,West,Container,1367.1,26.3,34.6,23.2,39.9,False
2025-03-17,V1450,Kandla,West,Ro-Ro,4307.2,8.6,12.6,23.3,128.6,True
2025-03-18,V1451,Mumbai,West,General Cargo,2559.6,56.8,68.8,15.2,74.0,False
2025-03-18,V1452,Cochin,South,Container,1690.9,0.0,3.9,17.7,38.1,True
2025-03-18,V1453,Chennai,South,Bulk Carrier,1212.2,32.1,29.9,22.9,28.7,True
2025-03-18,V1454,Visakhapatnam,East,Tanker,7320.2,40.4,29.0,16.4,185.7,True
2025-03-19,V1455,Mumbai,West,Bulk Carrier,7219.0,34.8,37.6,6.5,172.8,False
2025-03-19,V1456,Mumbai,West,General Cargo,2906.1,18.3,3.8,23.5,58.6,True
2025-03-19,V1457,Kandla,West,General Cargo,5960.7,22.6,32.9,19.6,148.2,False
2025-03-19,V1458,Visakhapatnam,East,General Cargo,5013.5,51.8,49.2,17.3,118.6,False
2025-03-20,V1459,Chennai,South,General Cargo,4450.2,22.3,40.5,20.5,73.6,False
2025-03-20,V1460,Kandla,West,Ro-Ro,1589.2,72.0,75.1,17.6,32.1,False
2025-03-20,V1461,Kandla,West,Tanker,7739.3,31.3,26.3,9.5,183.1,True
2025-03-20,V1462,Visakhapatnam,East,Ro-Ro,2552.8,36.3,49.3,5.0,52.2,False
2025-03-21,V1463,Kolkata,East,General Cargo,3189.8,11.8,26.6,25.2,87.3,True
2025-03-21,V1464,Visakhapatnam,East,Container,751.6,8.4,0.0,19.1,17.3,True
2025-03-21,V1465,Visakhapatnam,East,Container,2491.3,31.2,30.9,20.7,73.7,False
2025-03-21,V1466,Chennai,South,Bulk Carrier,4237.0,0.0,20.7,12.2,102.5,True
2025-03-22,V1467,Kolkata,East,Container,2222.1,14.8,0.0,11.6,55.9,True
2025-03-22,V1468,Chennai,South,Bulk Carrier,3664.9,0.0,0.0,15.7,100.5,True
2025-03-22,V1469,Chennai,South,General Cargo,2469.2,11.3,10.1,18.9,45.6,True
2025-03-22,V1470,Mumbai,West,Bulk Carrier,3331.8,45.5,66.5,20.1,96.7,False
2025-03-22,V1471,Mumbai,West,Ro-Ro,4643.6,13.6,16.3,26.8,106.7,True
2025-03-22,V1472,Kandla,West,General Cargo,7529.4,6.0,0.0,16.2,207.0,True
2025-03-22,V1473,Kandla,West,Tanker,3547.9,26.9,41.3,22.4,66.6,False
2025-03-22,V1474,Mumbai,West,Bulk Carrier,5878.0,14.7,14.0,22.0,116.8,True
2025-03-23,V1475,Kolkata,East,Tanker,2245.1,0.0,18.1,24.3,65.6,True
2025-03-23,V1476,Cochin,South,Ro-Ro,2548.2,34.6,50.7,27.9,64.5,False
2025-03-24,V1477,Mumbai,West,Bulk Carrier,5985.9,46.8,19.8,16.2,157.8,True
2025-03-24,V1478,Kolkata,East,General Cargo,2927.6,0.0,0.0,24.3,51.1,True
2025-03-24,V1479,Cochin,South,Bulk Carrier,2500.7,61.4,56.9,17.2,39.4,False
2025-03-24,V1480,Kandla,West,Container,2482.6,38.5,39.5,18.4,37.7,False
2025-03-24,V1481,Visakhapatnam,East,Bulk Carrier,5351.7,9.7,1.6,7.6,158.4,True
2025-03-25,V1482,Cochin,South,Bulk Carrier,2857.8,57.4,71.9,13.8,77.9,False
2025-03-25,V1483,Kolkata,East,Bulk Carrier,2356.4,2.2,0.0,2.0,47.2,True
2025-03-25,V1484,Mumbai,West,Container,668.8,10.6,18.7,26.0,17.7,True
2025-03-25,V1485,Chennai,South,Tanker,3016.2,27.8,25.8,11.1,76.0,True
2025-03-25,V1486,Visakhapatnam,East,General Cargo,2029.3,0.0,18.8,10.1,57.4,True
2025-03-25,V1487,Kolkata,East,Ro-Ro,4466.9,39.4,35.7,9.2,112.1,False
2025-03-25,V1488,Mumbai,West,Ro-Ro,5276.9,7.5,13.7,11.4,137.6,True
2025-03-26,V1489,Cochin,South,Tanker,5619.7,11.7,19.0,15.5,123.7,True
2025-03-26,V1490,Cochin,South,Ro-Ro,7376.9,37.8,22.0,22.3,204.8,True
2025-03-26,V1491,Kolkata,East,General Cargo,4326.7,0.0,11.1,12.3,114.6,True
2025-03-26,V1492,Visakhapatnam,East,Ro-Ro,2663.3,3.1,10.1,23.4,52.9,True
2025-03-26,V1493,Kandla,West,Container,7148.9,31.3,42.1,22.4,153.2,False
2025-03-27,V1494,Visakhapatnam,East,Container,3893.2,64.5,77.4,12.9,86.3,False
2025-03-27,V1495,Kandla,West,Tanker,4307.4,51.2,48.7,11.6,100.0,False
2025-03-27,V1496,Visakhapatnam,East,Tanker,2016.0,67.8,61.2,19.1,47.3,False
2025-03-27,V1497,Mumbai,West,Container,3300.9,43.4,34.2,8.0,94.9,False
2025-03-27,V1498,Chennai,South,General Cargo,2841.3,46.5,33.7,19.4,72.4,False
2025-03-27,V1499,Visakhapatnam,East,Container,3569.7,0.0,1.3,20.2,69.4,True
2025-03-27,V1500,Cochin,South,Tanker,1702.0,23.7,31.5,16.6,44.1,False
2025-03-28,V1501,Visakhapatnam,East,Container,3820.0,21.2,12.0,23.3,64.1,True
2025-03-28,V1502,Chennai,South,Ro-Ro,2158.7,38.0,22.5,25.0,63.4,True
2025-03-28,V1503,Visakhapatnam,East,Ro-Ro,10730.4,23.4,30.7,5.1,258.7,False
2025-03-28,V1504,Kolkata,East,Bulk Carrier,2377.0,41.9,25.2,14.2,42.0,True
2025-03-28,V1505,Visakhapatnam,East,Ro-Ro,3796.5,12.8,12.4,25.7,75.6,True
2025-03-29,V1506,Cochin,South,Ro-Ro,3895.5,28.5,17.4,24.6,102.5,True
2025-03-29,V1507,Mumbai,West,Ro-Ro,5541.2,46.5,46.5,10.9,85.3,False
2025-03-29,V1508,Kolkata,East,Ro-Ro,1119.5,31.2,25.7,15.8,18.9,True
2025-03-29,V1509,Kolkata,East,Tanker,2312.4,30.4,61.1,19.2,53.6,False
2025-03-29,V1510,Cochin,South,Container,1559.1,0.0,7.9,18.0,39.5,True
2025-03-30,V1511,Chennai,South,Tanker,1954.6,5.3,12.5,22.2,29.9,True
2025-03-30,V1512,Kandla,West,Ro-Ro,3039.1,13.9,9.4,11.8,76.4,True
2025-03-30,V1513,Kolkata,East,Ro-Ro,2399.3,50.8,67.9,22.1,45.0,False
2025-03-30,V1514,Visakhapatnam,East,Container,1884.2,16.6,19.2,14.4,37.9,True
2025-03-30,V1515,Kandla,West,Container,3338.0,15.9,0.9,11.1,55.8,True
2025-03-30,V1516,Kolkata,East,Tanker,5246.2,0.0,0.0,13.7,129.7,True
2025-03-30,V1517,Kolkata,East,Container,4261.0,68.8,70.9,17.5,102.4,False
2025-03-30,V1518,Kandla,West,General Cargo,6592.5,0.0,0.0,16.3,115.0,True
2025-03-30,V1519,Mumbai,West,General Cargo,4608.4,0.0,0.0,31.0,129.4,True
2025-03-31,V1520,Kandla,West,Ro-Ro,2597.9,49.8,40.5,29.8,42.1,False
2025-03-31,V1521,Mumbai,West,Bulk Carrier,3877.3,0.0,14.4,31.6,106.4,True
2025-03-31,V1522,Visakhapatnam,East,Tanker,5103.6,9.9,1.4,20.6,121.0,True
2025-03-31,V1523,Visakhapatnam,East,Ro-Ro,4183.4,0.0,2.2,14.0,90.4,True
2025-03-31,V1524,Cochin,South,Ro-Ro,6699.4,9.9,0.0,23.0,139.0,True
2025-03-31,V1525,Mumbai,West,Bulk Carrier,1379.4,25.2,21.7,20.6,32.9,True
2025-03-31,V1526,Kolkata,East,General Cargo,2426.9,30.5,44.2,20.7,65.0,False
2025-04-01,V1527,Chennai,South,Tanker,2350.8,47.5,49.3,8.7,58.8,False
2025-04-01,V1528,Kandla,West,Ro-Ro,2098.1,23.3,22.0,14.9,43.6,True
2025-04-01,V1529,Mumbai,West,Container,2425.1,6.3,4.8,3.7,66.9,True
2025-04-01,V1530,Cochin,South,General Cargo,1664.6,11.5,11.8,18.8,39.1,True
2025-04-01,V1531,Chennai,South,Bulk Carrier,5396.9,1.6,3.5,30.6,84.6,True
2025-04-01,V1532,Kolkata,East,General Cargo,2937.3,34.9,29.5,8.2,59.8,True
2025-04-01,V1533,Mumbai,West,General Cargo,838.8,23.0,34.7,11.3,18.7,False
2025-04-01,V1534,Kandla,West,Container,3190.6,64.3,59.9,18.7,82.7,False
2025-04-02,V1535,Chennai,South,Container,5436.8,32.7,40.1,22.9,87.5,False
2025-04-02,V1536,Kandla,West,Container,1515.8,18.8,8.0,18.3,27.8,True
2025-04-02,V1537,Cochin,South,Bulk Carrier,4239.4,21.3,3.0,14.8,110.1,True
2025-04-02,V1538,Kandla,West,Tanker,4107.4,62.8,41.8,20.9,65.3,False
2025-04-03,V1539,Visakhapatnam,East,Tanker,2395.5,0.0,19.5,11.0,53.3,True
2025-04-03,V1540,Kandla,West,Ro-Ro,6611.8,0.0,0.0,29.1,146.0,True
2025-04-03,V1541,Kandla,West,Bulk Carrier,4613.8,72.4,91.5,13.1,93.8,False
2025-04-03,V1542,Kandla,West,General Cargo,5059.4,28.3,45.7,11.5,136.3,False
2025-04-03,V1543,Chennai,South,Ro-Ro,1731.1,37.2,54.8,17.8,36.8,False
2025-04-03,V1544,Chennai,South,General Cargo,1036.2,28.7,58.8,17.8,15.9,False
2025-04-03,V1545,Visakhapatnam,East,Bulk Carrier,3108.9,36.0,37.5,10.2,75.8,False
2025-04-04,V1546,Mumbai,West,Tanker,3701.9,25.7,38.6,23.4,79.4,False
2025-04-04,V1547,Kandla,West,Tanker,1559.5,28.0,30.3,19.7,28.0,False
2025-04-04,V1548,Visakhapatnam,East,Tanker,8483.1,0.0,0.0,26.0,205.6,True
2025-04-04,V1549,Mumbai,West,Tanker,2240.4,21.8,6.3,12.5,60.9,True
2025-04-04,V1550,Cochin,South,Tanker,9074.9,46.7,54.0,9.1,228.6,False
2025-04-05,V1551,Visakhapatnam,East,General Cargo,2548.9,13.1,18.5,15.8,57.4,True
2025-04-05,V1552,Cochin,South,Ro-Ro,4861.3,0.0,9.1,22.7,102.9,True
2025-04-05,V1553,Chennai,South,Ro-Ro,5351.2,34.0,36.2,13.8,135.8,False
2025-04-05,V1554,Visakhapatnam,East,Ro-Ro,4003.0,17.6,22.6,13.1,94.6,True
2025-04-05,V1555,Kolkata,East,Tanker,2251.7,20.6,3.0,7.3,58.9,True
2025-04-05,V1556,Visakhapatnam,East,General Cargo,2062.2,7.5,0.0,14.2,59.1,True
2025-04-06,V1557,Kandla,West,Ro-Ro,2090.4,0.0,0.0,11.3,58.8,True
2025-04-06,V1558,Kolkata,East,Bulk Carrier,4054.4,39.6,34.4,21.3,102.8,False
2025-04-06,V1559,Cochin,South,Bulk Carrier,3312.4,23.7,28.1,5.5,75.1,True
2025-04-06,V1560,Visakhapatnam,East,Ro-Ro,3986.1,11.0,2.3,19.9,116.7,True
2025-04-06,V1561,Chennai,South,Ro-Ro,4727.7,49.8,34.7,21.5,93.1,False
2025-04-06,V1562,Mumbai,West,Tanker,1696.1,45.7,56.2,22.9,29.7,False
2025-04-06,V1563,Cochin,South,Ro-Ro,5809.3,21.8,20.0,17.5,101.8,True
2025-04-06,V1564,Cochin,South,Ro-Ro,4452.3,24.5,39.2,12.9,107.1,False
2025-04-07,V1565,Kandla,West,Bulk Carrier,3426.9,14.5,3.3,19.1,65.3,True
2025-04-07,V1566,Kandla,West,Container,1832.8,44.9,36.2,16.2,42.5,False
2025-04-07,V1567,Chennai,South,General Cargo,1459.0,18.5,21.1,10.5,31.5,True
2025-04-07,V1568,Visakhapatnam,East,Tanker,1702.0,20.4,33.0,18.1,31.9,False
2025-04-07,V1569,Mumbai,West,Ro-Ro,1281.6,25.4,18.6,28.5,34.3,True
2025-04-07,V1570,Mumbai,West,General Cargo,1864.6,32.8,26.9,29.0,35.1,True
2025-04-07,V1571,Kandla,West,Container,5098.9,22.1,41.9,8.0,109.8,False
2025-04-07,V1572,Cochin,South,Bulk Carrier,1418.6,14.3,21.7,15.5,40.7,True
2025-04-07,V1573,Kandla,West,Bulk Carrier,3564.3,32.0,40.1,16.3,76.5,False
2025-04-07,V1574,Mumbai,West,Ro-Ro,1598.0,20.8,8.3,9.1,41.2,True
2025-04-08,V1575,Kolkata,East,Tanker,2406.4,17.3,11.9,24.6,60.5,True
